,l3,rooms,bedrooms,bathrooms,surface_total,surface_covered,price,property_type
73072,Nuñez,1.0,1.0,1.0,49.0,46.0,150000.0,Departamento
73074,Palermo,1.0,1.0,1.0,47.0,40.0,150000.0,Departamento
73105,Nuñez,2.0,1.0,2.0,52.0,46.0,228000.0,Departamento
73106,Nuñez,2.0,1.0,1.0,50.0,43.0,210000.0,Departamento
73115,Palermo,2.0,1.0,1.0,95.0,64.0,205000.0,Departamento
73117,Palermo,2.0,1.0,2.0,74.0,74.0,365000.0,Departamento
73119,Palermo,2.0,1.0,2.0,67.0,49.0,226129.0,Departamento
73121,Palermo,2.0,1.0,1.0,45.0,45.0,125000.0,PH
73122,Palermo,2.0,1.0,1.0,48.0,44.0,170000.0,Departamento
73125,Barracas,2.0,1.0,1.0,48.0,45.0,115000.0,Departamento
73127,Belgrano,2.0,1.0,2.0,52.0,43.0,180000.0,Departamento
73131,Congreso,2.0,1.0,1.0,71.0,71.0,165000.0,Departamento
73144,Recoleta,2.0,1.0,1.0,46.0,45.0,125000.0,Departamento
73145,Recoleta,2.0,1.0,1.0,68.0,68.0,165000.0,Departamento
73150,Caballito,2.0,1.0,1.0,62.0,50.0,134000.0,Departamento
73152,Mataderos,2.0,1.0,2.0,45.0,36.0,115000.0,Departamento
73153,Mataderos,2.0,1.0,1.0,48.0,40.0,115000.0,Departamento
73157,Colegiales,2.0,1.0,2.0,60.0,52.0,210000.0,Departamento
73168,Las Cañitas,2.0,1.0,1.0,50.0,43.0,179000.0,Departamento
73171,San Nicolás,2.0,1.0,2.0,66.0,59.0,140000.0,Departamento
73173,San Nicolás,2.0,1.0,1.0,60.0,60.0,142000.0,Departamento
73176,San Nicolás,2.0,1.0,1.0,60.0,60.0,153000.0,Departamento
73180,Villa Crespo,2.0,1.0,1.0,48.0,38.0,118000.0,Departamento
73181,Villa Crespo,2.0,1.0,1.0,48.0,46.0,145000.0,Departamento
73186,Villa Ortuzar,2.0,1.0,1.0,88.0,50.0,159000.0,PH
73193,Villa Santa Rita,2.0,1.0,1.0,68.0,60.0,155000.0,Departamento
73199,Villa Pueyrredón,2.0,1.0,1.0,56.0,54.0,150000.0,Departamento
73202,Palermo,3.0,1.0,2.0,73.0,73.0,330000.0,Departamento
73207,Palermo,4.0,1.0,1.0,62.0,62.0,240000.0,Departamento
73208,Villa Pueyrredón,4.0,1.0,1.0,112.0,63.0,220000.0,PH
73211,Boedo,3.0,2.0,1.0,106.0,87.0,177000.0,Casa
73219,Flores,3.0,2.0,1.0,54.0,52.0,141000.0,Departamento
73225,Nuñez,3.0,2.0,2.0,103.0,98.0,320000.0,Departamento
73226,Nuñez,3.0,2.0,1.0,72.0,66.0,209000.0,PH
73227,Nuñez,3.0,2.0,2.0,58.0,55.0,198000.0,Departamento
73228,Almagro,3.0,2.0,1.0,66.0,66.0,139000.0,Departamento
73229,Almagro,3.0,2.0,1.0,58.0,55.0,150000.0,Departamento
73230,Almagro,3.0,2.0,1.0,60.0,57.0,170000.0,Departamento
73231,Almagro,3.0,2.0,1.0,97.0,77.0,165000.0,PH
73232,Almagro,3.0,2.0,2.0,70.0,66.0,175000.0,Departamento
73233,Almagro,3.0,2.0,2.0,67.0,67.0,127000.0,Departamento
73234,Almagro,3.0,2.0,1.0,51.0,48.0,165000.0,Departamento
73235,Coghlan,3.0,2.0,1.0,62.0,54.0,180000.0,Departamento
73236,Palermo,3.0,2.0,2.0,57.0,55.0,197000.0,Departamento
73237,Palermo,3.0,2.0,1.0,78.0,75.0,218000.0,Departamento
73238,Palermo,3.0,2.0,1.0,57.0,57.0,185000.0,Departamento
73239,Palermo,3.0,2.0,2.0,83.0,71.0,178000.0,Departamento
73240,Palermo,3.0,2.0,2.0,85.0,62.0,280000.0,Departamento
73241,Palermo,3.0,2.0,1.0,98.0,73.0,309000.0,Departamento
73242,Palermo,3.0,2.0,2.0,77.0,77.0,235000.0,Departamento
73243,Palermo,3.0,2.0,1.0,66.0,59.0,174000.0,Departamento
73244,Palermo,3.0,2.0,1.0,65.0,65.0,280000.0,Departamento
73245,Palermo,3.0,2.0,1.0,63.0,55.0,179500.0,PH
73246,Palermo,3.0,2.0,1.0,78.0,75.0,218000.0,Departamento
73247,Palermo,3.0,2.0,2.0,78.0,62.0,300000.0,Departamento
73249,Belgrano,3.0,2.0,1.0,58.0,58.0,180000.0,Departamento
73250,Belgrano,3.0,2.0,2.0,98.0,74.0,300000.0,Departamento
73252,Belgrano,3.0,2.0,2.0,136.0,64.0,374000.0,Departamento
73253,Belgrano,3.0,2.0,1.0,57.0,53.0,187000.0,Departamento
73254,Belgrano,3.0,2.0,2.0,112.0,112.0,435000.0,Departamento
73255,Belgrano,3.0,2.0,1.0,70.0,70.0,289000.0,Departamento
73256,Belgrano,3.0,2.0,1.0,56.0,56.0,159000.0,Departamento
73258,Floresta,3.0,2.0,1.0,70.0,70.0,125900.0,Departamento
73260,Paternal,3.0,2.0,1.0,123.0,102.0,178000.0,PH
73261,Recoleta,3.0,2.0,1.0,92.0,83.0,215000.0,Departamento
73263,Saavedra,3.0,2.0,2.0,68.0,56.0,229000.0,Departamento
73264,Saavedra,3.0,2.0,1.0,57.0,57.0,145000.0,Departamento
73266,Balvanera,3.0,2.0,2.0,67.0,67.0,115000.0,Departamento
73267,Caballito,3.0,2.0,2.0,67.0,67.0,127000.0,PH
73268,Caballito,3.0,2.0,1.0,105.0,105.0,320000.0,Departamento
73269,Caballito,3.0,2.0,1.0,62.0,52.0,149000.0,Departamento
73270,Caballito,3.0,2.0,2.0,67.0,67.0,127000.0,Departamento
73271,Caballito,3.0,2.0,1.0,63.0,57.0,155000.0,Departamento
73272,Caballito,3.0,2.0,2.0,115.0,86.0,313500.0,Departamento
73273,Caballito,3.0,2.0,1.0,80.0,80.0,158000.0,Departamento
73275,Mataderos,3.0,2.0,1.0,80.0,50.0,150000.0,Departamento
73276,Monserrat,3.0,2.0,2.0,86.0,70.0,129000.0,PH
73278,Colegiales,3.0,2.0,3.0,103.0,77.0,361811.0,Departamento
73293,Barrio Norte,3.0,2.0,1.0,72.0,72.0,259000.0,Departamento
73294,Barrio Norte,3.0,2.0,2.0,65.0,65.0,182000.0,Departamento
73296,San Nicolás,3.0,2.0,1.0,122.0,122.0,230000.0,Departamento
73297,San Nicolás,3.0,2.0,1.0,72.0,63.0,170000.0,Departamento
73298,Villa Crespo,3.0,2.0,2.0,67.0,67.0,127000.0,Departamento
73299,Villa Crespo,3.0,2.0,1.0,79.0,71.0,195000.0,Departamento
73300,Villa Crespo,3.0,2.0,2.0,86.0,86.0,220000.0,Departamento
73301,Villa Crespo,3.0,2.0,1.0,86.0,60.0,148700.0,Departamento
73302,Villa Crespo,3.0,2.0,1.0,75.0,45.0,135000.0,Departamento
73303,Villa Crespo,3.0,2.0,2.0,67.0,67.0,127000.0,PH
73304,Villa Crespo,3.0,2.0,1.0,65.0,58.0,140000.0,Departamento
73305,Villa Crespo,3.0,2.0,1.0,64.0,61.0,140000.0,Departamento
73306,Villa Devoto,3.0,2.0,1.0,85.0,85.0,229000.0,PH
73307,Villa Lugano,3.0,2.0,1.0,74.0,60.0,150000.0,Casa
73311,Puerto Madero,3.0,2.0,2.0,115.0,90.0,460000.0,Departamento
73312,Villa Urquiza,3.0,2.0,2.0,69.0,65.0,225000.0,Departamento
73313,Villa Urquiza,3.0,2.0,1.0,62.0,54.0,180000.0,Departamento
73314,Villa Urquiza,3.0,2.0,2.0,136.0,64.0,374000.0,Departamento
73328,Parque Chacabuco,3.0,2.0,2.0,130.0,91.0,178000.0,PH
73329,Parque Centenario,3.0,2.0,1.0,65.0,57.0,130000.0,Departamento
73330,Parque Centenario,3.0,2.0,2.0,67.0,67.0,127000.0,PH
73331,Parque Centenario,3.0,2.0,2.0,67.0,67.0,127000.0,Departamento
73335,Villa General Mitre,3.0,2.0,1.0,78.0,70.0,139000.0,PH
73336,Balvanera,4.0,2.0,1.0,113.0,113.0,230000.0,Departamento
73337,Tribunales,4.0,2.0,2.0,102.0,100.0,215000.0,Departamento
73339,Villa Santa Rita,4.0,2.0,1.0,130.0,83.0,140000.0,PH
73344,Villa Ortuzar,3.0,3.0,2.0,88.0,78.0,235000.0,Departamento
73353,Flores,4.0,3.0,1.0,104.0,97.0,220000.0,Departamento
73358,Nuñez,4.0,3.0,1.0,85.0,78.0,269000.0,Departamento
73359,Nuñez,4.0,3.0,2.0,120.0,80.0,405000.0,Departamento
73360,Nuñez,4.0,3.0,2.0,190.0,147.0,480000.0,Casa
73362,Almagro,4.0,3.0,2.0,124.0,124.0,220000.0,Departamento
73363,Coghlan,4.0,3.0,1.0,82.0,78.0,265000.0,Departamento
73364,Palermo,4.0,3.0,2.0,188.0,156.0,435000.0,Departamento
73365,Palermo,4.0,3.0,1.0,72.0,64.0,232000.0,Departamento
73367,Palermo,4.0,3.0,3.0,168.0,142.0,395000.0,Departamento
73368,Palermo,4.0,3.0,2.0,125.0,125.0,460000.0,Departamento
73369,Palermo,4.0,3.0,3.0,99.0,90.0,320000.0,Departamento
73373,Barracas,4.0,3.0,2.0,84.0,77.0,143000.0,Departamento
73374,Barracas,4.0,3.0,2.0,102.0,98.0,280000.0,Departamento
73376,Belgrano,4.0,3.0,2.0,165.0,105.0,475000.0,Departamento
73378,Belgrano,4.0,3.0,2.0,165.0,105.0,475000.0,Departamento
73383,Recoleta,4.0,3.0,2.0,140.0,140.0,230000.0,Departamento
73385,Recoleta,4.0,3.0,2.0,147.0,147.0,360000.0,Departamento
73386,Balvanera,4.0,3.0,1.0,56.0,54.0,143000.0,Departamento
73387,Balvanera,4.0,3.0,2.0,115.0,115.0,180000.0,Departamento
73388,Caballito,4.0,3.0,4.0,134.0,118.0,299000.0,Departamento
73389,Caballito,4.0,3.0,2.0,135.0,92.0,245000.0,Departamento
73390,Caballito,4.0,3.0,1.0,99.0,94.0,270000.0,Departamento
73403,Villa Devoto,4.0,3.0,2.0,147.0,147.0,195000.0,Casa
73407,Villa Urquiza,4.0,3.0,1.0,82.0,73.0,219000.0,Departamento
73421,Recoleta,5.0,3.0,2.0,131.0,131.0,370000.0,Departamento
73422,Recoleta,5.0,3.0,2.0,158.0,137.0,498000.0,Departamento
73432,Flores,5.0,4.0,2.0,122.0,86.0,115000.0,Casa
73436,Belgrano,5.0,4.0,2.0,117.0,117.0,269000.0,Departamento
73437,Belgrano,5.0,4.0,1.0,98.0,85.0,225000.0,Departamento
73453,Almagro,6.0,5.0,1.0,158.0,133.0,319000.0,PH
73464,Boedo,3.0,2.0,2.0,143.0,97.0,199000.0,PH
73466,Almagro,3.0,2.0,2.0,96.0,68.0,172000.0,PH
73474,Mataderos,3.0,2.0,1.0,115.0,100.0,175000.0,PH
73475,Colegiales,4.0,2.0,1.0,101.0,89.0,170000.0,PH
73478,Villa Urquiza,3.0,2.0,1.0,106.0,80.0,168500.0,PH
73480,Parque Chacabuco,4.0,3.0,2.0,193.0,147.0,209000.0,PH
73513,Floresta,7.0,5.0,2.0,165.0,150.0,350000.0,Casa
73518,Saavedra,3.0,2.0,2.0,107.0,107.0,200000.0,Casa
73522,Mataderos,5.0,3.0,2.0,180.0,150.0,145000.0,Casa
73556,Once,4.0,3.0,2.0,106.0,100.0,138000.0,Departamento
73559,Flores,4.0,3.0,1.0,68.0,68.0,137000.0,Departamento
73571,Nuñez,2.0,1.0,1.0,70.0,41.0,118000.0,Departamento
73572,Nuñez,2.0,1.0,1.0,70.0,41.0,118000.0,Departamento
73573,Nuñez,4.0,3.0,2.0,146.0,146.0,399000.0,Departamento
73574,Almagro,3.0,2.0,1.0,63.0,61.0,168000.0,Departamento
73575,Almagro,2.0,1.0,1.0,65.0,57.0,199000.0,Departamento
73578,Palermo,5.0,2.0,1.0,111.0,111.0,359000.0,Departamento
73579,Palermo,3.0,2.0,1.0,70.0,67.0,370000.0,Departamento
73581,Palermo,3.0,2.0,1.0,74.0,74.0,190000.0,Departamento
73587,Belgrano,2.0,1.0,1.0,51.0,46.0,135000.0,Departamento
73588,Belgrano,3.0,2.0,1.0,85.0,83.0,194900.0,Departamento
73592,Belgrano,2.0,1.0,1.0,58.0,45.0,235000.0,Departamento
73593,Belgrano,2.0,1.0,1.0,45.0,43.0,145000.0,Departamento
73594,Belgrano,3.0,2.0,1.0,127.0,96.0,248000.0,Departamento
73595,Congreso,3.0,2.0,1.0,92.0,80.0,189000.0,Departamento
73598,Congreso,3.0,2.0,1.0,89.0,80.0,195000.0,Departamento
73599,Floresta,2.0,1.0,1.0,47.0,47.0,123000.0,Departamento
73600,Floresta,4.0,3.0,1.0,90.0,70.0,170000.0,Departamento
73605,Recoleta,4.0,3.0,1.0,120.0,113.0,425000.0,Departamento
73606,Recoleta,4.0,3.0,2.0,99.0,99.0,315000.0,Departamento
73608,Recoleta,3.0,2.0,1.0,74.0,65.0,185000.0,Departamento
73611,Recoleta,3.0,2.0,2.0,76.0,76.0,445000.0,Departamento
73613,Saavedra,2.0,1.0,1.0,47.0,47.0,140000.0,Departamento
73618,Caballito,2.0,1.0,1.0,74.0,59.0,125000.0,Departamento
73619,Caballito,2.0,1.0,1.0,55.0,47.0,180000.0,Departamento
73623,Caballito,4.0,3.0,1.0,94.0,94.0,209000.0,Departamento
73625,Mataderos,3.0,2.0,1.0,134.0,85.0,290000.0,Departamento
73626,Monserrat,4.0,3.0,2.0,76.0,69.0,148000.0,Departamento
73628,San Telmo,1.0,1.0,1.0,90.0,90.0,243135.0,Departamento
73638,Villa Luro,3.0,2.0,1.0,60.0,51.0,137500.0,Departamento
73639,Villa Luro,3.0,2.0,1.0,72.0,62.0,120000.0,Departamento
73648,Barrio Norte,4.0,3.0,1.0,78.0,72.0,250000.0,Departamento
73649,Barrio Norte,3.0,2.0,1.0,70.0,67.0,370000.0,Departamento
73651,San Nicolás,5.0,3.0,2.0,120.0,115.0,185000.0,Departamento
73656,Villa Devoto,3.0,2.0,1.0,75.0,63.0,370000.0,Departamento
73658,Villa Devoto,3.0,2.0,2.0,110.0,92.0,287900.0,Departamento
73659,Villa Devoto,3.0,2.0,2.0,65.0,56.0,183000.0,Departamento
73662,Villa Urquiza,2.0,1.0,1.0,54.0,44.0,158000.0,Departamento
73663,Villa Urquiza,4.0,3.0,2.0,120.0,110.0,294900.0,Departamento
73664,Villa Urquiza,3.0,2.0,1.0,66.0,54.0,175000.0,Departamento
73665,Villa Urquiza,2.0,1.0,1.0,47.0,40.0,140000.0,Departamento
73666,Villa Urquiza,3.0,2.0,2.0,106.0,73.0,221270.0,Departamento
73667,Villa Urquiza,4.0,3.0,1.0,89.0,82.0,220000.0,Departamento
73668,Villa Urquiza,2.0,1.0,1.0,49.0,49.0,144000.0,Departamento
73669,Villa Urquiza,2.0,1.0,1.0,55.0,48.0,155000.0,Departamento
73671,Villa Urquiza,3.0,2.0,1.0,72.0,61.0,215000.0,Departamento
73672,Villa Urquiza,2.0,1.0,1.0,84.0,45.0,150000.0,Departamento
73686,Villa del Parque,3.0,2.0,1.0,74.0,65.0,250000.0,Departamento
73687,Villa del Parque,3.0,2.0,1.0,115.0,103.0,310000.0,Departamento
73689,Villa Pueyrredón,3.0,2.0,1.0,77.0,55.0,165000.0,Departamento
73694,Parque Chas,3.0,2.0,1.0,90.0,90.0,135000.0,PH
73709,Villa General Mitre,1.0,1.0,1.0,65.0,62.0,123500.0,Departamento
73714,Nuñez,2.0,1.0,1.0,52.0,44.0,199000.0,Departamento
73717,Almagro,2.0,1.0,1.0,64.0,37.0,155000.0,Departamento
73719,Palermo,2.0,1.0,2.0,46.0,41.0,129000.0,Departamento
73721,Belgrano,2.0,1.0,1.0,47.0,40.0,182250.0,Departamento
73722,Floresta,2.0,1.0,1.0,54.0,45.0,115000.0,Departamento
73725,Saavedra,2.0,1.0,1.0,52.0,45.0,130000.0,PH
73726,Saavedra,2.0,1.0,1.0,52.0,45.0,140000.0,PH
73727,Saavedra,2.0,1.0,1.0,50.0,50.0,150000.0,PH
73732,Catalinas,2.0,1.0,1.0,54.0,54.0,129000.0,Departamento
73741,Villa Ortuzar,2.0,1.0,1.0,48.0,48.0,127500.0,Departamento
73743,Villa Urquiza,2.0,1.0,2.0,62.0,49.0,170000.0,Departamento
73744,Villa Urquiza,2.0,1.0,1.0,63.0,41.0,120000.0,Departamento
73751,Parque Chacabuco,2.0,1.0,1.0,95.0,91.0,199000.0,PH
73752,Villa del Parque,2.0,1.0,1.0,49.0,43.0,144000.0,Departamento
73762,Nuñez,3.0,2.0,2.0,104.0,96.0,423000.0,Departamento
73763,Almagro,3.0,2.0,1.0,124.0,70.0,135000.0,PH
73765,Palermo,3.0,2.0,1.0,94.0,83.0,275000.0,Departamento
73766,Pompeya,3.0,2.0,1.0,56.0,54.0,125000.0,PH
73771,Belgrano,3.0,2.0,1.0,79.0,66.0,323000.0,Departamento
73772,Belgrano,3.0,2.0,1.0,69.0,67.0,185000.0,Departamento
73773,Belgrano,3.0,2.0,1.0,84.0,43.0,154000.0,Departamento
73774,Belgrano,3.0,2.0,1.0,70.0,70.0,143000.0,Departamento
73775,Belgrano,3.0,2.0,1.0,83.0,58.0,218000.0,Departamento
73776,Belgrano,3.0,2.0,2.0,59.0,59.0,210000.0,Departamento
73777,Belgrano,3.0,2.0,1.0,92.0,92.0,235000.0,Departamento
73779,Recoleta,3.0,2.0,1.0,81.0,81.0,330000.0,Departamento
73780,Recoleta,3.0,2.0,1.0,62.0,62.0,219000.0,Departamento
73781,Recoleta,3.0,2.0,2.0,104.0,95.0,330000.0,Departamento
73782,Recoleta,3.0,2.0,1.0,80.0,73.0,269000.0,Departamento
73783,Recoleta,3.0,2.0,1.0,62.0,62.0,255000.0,Departamento
73784,Balvanera,3.0,2.0,1.0,60.0,56.0,132000.0,Departamento
73785,Caballito,3.0,2.0,2.0,100.0,85.0,269000.0,PH
73786,Caballito,3.0,2.0,1.0,78.0,73.0,169000.0,Departamento
73787,Caballito,3.0,3.0,2.0,79.0,73.0,144900.0,Departamento
73791,Villa Luro,3.0,2.0,1.0,64.0,56.0,148000.0,Departamento
73794,Barrio Norte,3.0,2.0,1.0,62.0,62.0,255000.0,Departamento
73795,Barrio Norte,3.0,2.0,2.0,93.0,64.0,175000.0,Departamento
73796,Barrio Norte,3.0,2.0,2.0,104.0,95.0,330000.0,Departamento
73797,Monte Castro,3.0,2.0,1.0,170.0,76.0,175000.0,PH
73802,Villa Devoto,3.0,2.0,1.0,57.0,51.0,125000.0,Departamento
73803,Villa Devoto,3.0,2.0,1.0,76.0,68.0,135000.0,Departamento
73807,Villa Ortuzar,3.0,2.0,2.0,70.0,61.0,240000.0,Departamento
73808,Villa Urquiza,3.0,2.0,1.0,136.0,120.0,299000.0,PH
73818,Flores,4.0,3.0,2.0,105.0,96.0,330000.0,Departamento
73820,Flores,4.0,3.0,2.0,153.0,91.0,195000.0,Casa
73824,Almagro,4.0,3.0,2.0,125.0,103.0,195000.0,Departamento
73825,Almagro,4.0,3.0,1.0,76.0,76.0,139000.0,Departamento
73827,Palermo,4.0,3.0,2.0,109.0,78.0,205000.0,Departamento
73829,Palermo,4.0,3.0,1.0,78.0,78.0,229000.0,Departamento
73830,Palermo,4.0,3.0,2.0,118.0,118.0,460000.0,Departamento
73831,Palermo,4.0,3.0,1.0,129.0,123.0,290000.0,Departamento
73832,Palermo,4.0,3.0,1.0,103.0,98.0,390000.0,Departamento
73835,Belgrano,4.0,3.0,2.0,102.0,89.0,447000.0,Departamento
73836,Floresta,4.0,2.0,1.0,190.0,109.0,220000.0,PH
73840,Paternal,4.0,3.0,2.0,130.0,101.0,185000.0,PH
73841,Recoleta,4.0,3.0,1.0,86.0,77.0,380000.0,Departamento
73842,Recoleta,4.0,2.0,2.0,92.0,84.0,360000.0,Departamento
73843,Caballito,4.0,3.0,2.0,120.0,120.0,289900.0,Departamento
73844,Caballito,4.0,3.0,4.0,127.0,109.0,322100.0,Departamento
73845,Caballito,4.0,3.0,2.0,129.0,113.0,400000.0,Departamento
73846,Caballito,4.0,3.0,2.0,96.0,86.0,237900.0,PH
73847,Caballito,4.0,3.0,2.0,77.0,74.0,185000.0,Departamento
73848,Chacarita,4.0,3.0,2.0,160.0,160.0,250000.0,Casa
73850,Colegiales,4.0,3.0,1.0,79.0,74.0,235000.0,Departamento
73854,Barrio Norte,4.0,3.0,2.0,88.0,84.0,240000.0,Departamento
73856,Villa Crespo,4.0,3.0,2.0,108.0,100.0,280000.0,Departamento
73857,Villa Urquiza,4.0,3.0,2.0,75.0,67.0,241000.0,Departamento
73858,Villa Urquiza,4.0,2.0,1.0,111.0,80.0,169000.0,Departamento
73861,Parque Chacabuco,4.0,3.0,2.0,147.0,133.0,259000.0,Departamento
73862,Parque Patricios,4.0,3.0,2.0,139.0,130.0,220000.0,Departamento
73871,Belgrano,5.0,4.0,2.0,140.0,120.0,335000.0,PH
73875,Caballito,5.0,3.0,2.0,117.0,110.0,445000.0,Departamento
73880,Barrio Norte,5.0,4.0,2.0,110.0,104.0,320000.0,Departamento
73903,Palermo,4.0,3.0,1.0,82.0,78.0,260000.0,Departamento
73904,Barracas,4.0,3.0,1.0,74.0,74.0,210000.0,Departamento
73924,Villa Real,2.0,1.0,1.0,56.0,44.0,130000.0,PH
73925,Villa del Parque,2.0,1.0,1.0,90.0,63.0,148000.0,PH
73926,Villa del Parque,2.0,1.0,1.0,90.0,59.0,148000.0,PH
73927,Villa del Parque,2.0,1.0,1.0,85.0,60.0,148000.0,PH
73936,Flores,2.0,1.0,1.0,52.0,42.0,143000.0,Departamento
73942,Nuñez,2.0,1.0,1.0,50.0,45.0,320000.0,Departamento
73944,Retiro,1.0,1.0,2.0,57.0,57.0,120000.0,Departamento
73945,Liniers,2.0,1.0,1.0,55.0,50.0,125000.0,Departamento
73946,Palermo,2.0,1.0,1.0,53.0,51.0,270000.0,Departamento
73952,Palermo,2.0,1.0,1.0,55.0,55.0,179900.0,Departamento
73953,Barracas,2.0,1.0,2.0,80.0,49.0,235000.0,Departamento
73956,Belgrano,2.0,1.0,1.0,50.0,43.0,192000.0,Departamento
73957,Belgrano,2.0,1.0,1.0,50.0,43.0,192000.0,Departamento
73969,Caballito,2.0,1.0,1.0,52.0,47.0,172000.0,Departamento
73971,Caballito,2.0,1.0,1.0,52.0,42.0,143000.0,Departamento
73976,Caballito,2.0,1.0,1.0,47.0,42.0,136000.0,Departamento
73984,Versalles,2.0,1.0,1.0,50.0,45.0,138000.0,Departamento
73985,Versalles,2.0,1.0,1.0,50.0,45.0,149000.0,Departamento
73997,Villa Luro,2.0,1.0,1.0,50.0,46.0,115000.0,Departamento
74001,Barrio Norte,2.0,1.0,1.0,54.0,54.0,260000.0,Departamento
74003,Monte Castro,2.0,1.0,1.0,50.0,45.0,149000.0,Departamento
74004,Monte Castro,2.0,1.0,1.0,48.0,42.0,129000.0,Departamento
74012,Puerto Madero,2.0,1.0,1.0,85.0,70.0,371000.0,Departamento
74026,Parque Chacabuco,2.0,1.0,1.0,52.0,42.0,143000.0,Departamento
74027,Parque Chacabuco,2.0,1.0,1.0,61.0,51.0,154000.0,Departamento
74029,Villa Pueyrredón,2.0,1.0,1.0,62.0,40.0,128000.0,Departamento
74034,Boca,3.0,2.0,2.0,98.0,96.0,160000.0,PH
74035,Flores,3.0,2.0,1.0,86.0,73.0,120000.0,PH
74045,Villa Real,3.0,2.0,1.0,135.0,49.0,148000.0,PH
74047,Villa Lugano,4.0,2.0,2.0,117.0,99.0,120000.0,PH
74107,Nuñez,3.0,2.0,2.0,92.0,84.0,380000.0,Departamento
74108,Nuñez,3.0,2.0,2.0,115.0,95.0,370000.0,Departamento
74109,Nuñez,3.0,2.0,2.0,115.0,95.0,400000.0,Departamento
74114,Almagro,3.0,2.0,2.0,93.0,84.0,280000.0,Departamento
74115,Almagro,3.0,2.0,2.0,82.0,73.0,190000.0,Departamento
74118,Palermo,3.0,2.0,2.0,79.0,74.0,429000.0,Departamento
74119,Palermo,3.0,2.0,2.0,74.0,63.0,300000.0,Departamento
74120,Palermo,3.0,2.0,1.0,92.0,81.0,240000.0,Departamento
74122,Palermo,3.0,2.0,2.0,83.0,77.0,390000.0,Departamento
74123,Palermo,3.0,2.0,2.0,74.0,63.0,340000.0,Departamento
74124,Palermo,3.0,2.0,2.0,75.0,69.0,405000.0,Departamento
74126,Barracas,3.0,2.0,2.0,82.0,71.0,209527.0,Departamento
74127,Belgrano,3.0,2.0,1.0,85.0,67.0,204000.0,Departamento
74128,Congreso,3.0,2.0,1.0,66.0,66.0,150000.0,Departamento
74130,Recoleta,3.0,2.0,1.0,70.0,63.0,155000.0,Departamento
74132,Recoleta,3.0,2.0,1.0,79.0,77.0,240000.0,Departamento
74134,Caballito,3.0,2.0,1.0,65.0,55.0,159000.0,Departamento
74135,Caballito,3.0,2.0,1.0,70.0,70.0,172000.0,Departamento
74136,Caballito,3.0,2.0,1.0,96.0,67.0,275000.0,Departamento
74137,Caballito,3.0,2.0,2.0,93.0,84.0,280000.0,Departamento
74138,Caballito,3.0,2.0,2.0,93.0,84.0,280000.0,Departamento
74142,Colegiales,3.0,2.0,1.0,60.0,55.0,195000.0,Departamento
74144,Colegiales,3.0,2.0,2.0,81.0,76.0,289000.0,Departamento
74155,Villa Luro,3.0,2.0,1.0,67.0,57.0,210000.0,Departamento
74158,Villa Crespo,3.0,2.0,2.0,93.0,84.0,280000.0,Departamento
74159,Villa Crespo,3.0,2.0,2.0,67.0,61.0,225000.0,Departamento
74160,Villa Crespo,3.0,2.0,2.0,67.0,61.0,225000.0,Departamento
74161,San Cristobal,3.0,2.0,1.0,67.0,60.0,160000.0,Departamento
74162,Villa Urquiza,3.0,2.0,2.0,75.0,62.0,173700.0,Departamento
74171,Boedo,4.0,3.0,1.0,63.0,63.0,165000.0,PH
74174,Caballito,4.0,3.0,2.0,140.0,140.0,215000.0,PH
74175,Colegiales,4.0,3.0,2.0,105.0,88.0,287000.0,PH
74178,Villa Crespo,4.0,3.0,1.0,120.0,120.0,175000.0,PH
74180,Villa del Parque,4.0,3.0,2.0,196.0,171.0,435000.0,PH
74250,Palermo,4.0,3.0,2.0,120.0,110.0,425000.0,Departamento
74251,Palermo,4.0,3.0,3.0,130.0,115.0,500000.0,Departamento
74259,Recoleta,4.0,3.0,3.0,140.0,126.0,460000.0,Departamento
74263,Balvanera,4.0,3.0,1.0,105.0,100.0,139000.0,Departamento
74264,Caballito,4.0,3.0,1.0,127.0,117.0,275000.0,Departamento
74265,Chacarita,4.0,3.0,2.0,79.0,77.0,239000.0,Departamento
74271,Tribunales,4.0,3.0,1.0,92.0,92.0,190000.0,Departamento
74275,Villa Luro,4.0,3.0,2.0,72.0,72.0,135000.0,Departamento
74278,Barrio Norte,4.0,3.0,2.0,123.0,115.0,320000.0,Departamento
74279,Villa Crespo,4.0,3.0,2.0,105.0,95.0,224900.0,Departamento
74283,Villa Urquiza,5.0,4.0,1.0,145.0,145.0,289000.0,PH
74318,Colegiales,5.0,4.0,2.0,111.0,104.0,299000.0,Departamento
74322,Villa Crespo,5.0,4.0,3.0,185.0,151.0,374000.0,Departamento
74348,Palermo,1.0,1.0,1.0,48.0,48.0,150000.0,Departamento
74356,Belgrano,1.0,1.0,1.0,53.0,53.0,265000.0,Departamento
74360,Parque Chacabuco,2.0,1.0,1.0,122.0,122.0,165000.0,PH
74362,Villa Crespo,2.0,1.0,1.0,47.0,40.0,120000.0,PH
74365,Belgrano,2.0,1.0,1.0,55.0,48.0,160000.0,Departamento
74366,Almagro,2.0,1.0,1.0,48.0,46.0,120000.0,Departamento
74369,Villa Urquiza,2.0,1.0,2.0,81.0,55.0,185000.0,Departamento
74370,Almagro,2.0,1.0,1.0,48.0,44.0,125000.0,Departamento
