,l3,rooms,bedrooms,bathrooms,surface_total,surface_covered,price,property_type
72194,Centro / Microcentro,3.0,2.0,1.0,60.0,60.0,140000.0,Departamento
72195,Almagro,4.0,3.0,4.0,120.0,120.0,280000.0,PH
72196,Parque Patricios,4.0,3.0,2.0,160.0,137.0,290000.0,PH
72197,Villa Pueyrredón,4.0,2.0,2.0,102.0,80.0,189900.0,PH
72207,San Telmo,4.0,2.0,2.0,198.0,148.0,330000.0,Casa
72228,Abasto,4.0,3.0,3.0,81.0,79.0,154900.0,Departamento
72229,Flores,4.0,3.0,2.0,158.0,150.0,295000.0,Departamento
72230,Flores,4.0,3.0,2.0,83.0,70.0,145000.0,Departamento
72231,Flores,4.0,3.0,3.0,144.0,120.0,400000.0,Departamento
72232,Flores,4.0,3.0,2.0,187.0,150.0,370000.0,Departamento
72234,Nuñez,4.0,2.0,3.0,118.0,114.0,450000.0,Departamento
72236,Nuñez,4.0,3.0,2.0,118.0,118.0,450000.0,Departamento
72237,Retiro,4.0,3.0,3.0,107.0,107.0,349000.0,Departamento
72238,Almagro,4.0,3.0,1.0,72.0,67.0,172000.0,Departamento
72239,Almagro,4.0,3.0,3.0,135.0,127.0,318000.0,Departamento
72240,Palermo,4.0,3.0,2.0,99.0,95.0,210000.0,Departamento
72241,Palermo,4.0,3.0,4.0,143.0,143.0,449900.0,Departamento
72242,Belgrano,4.0,3.0,3.0,92.0,89.0,259000.0,Departamento
72243,Belgrano,4.0,3.0,2.0,77.0,73.0,199000.0,Departamento
72245,Belgrano,4.0,3.0,3.0,128.0,119.0,410000.0,Departamento
72246,Belgrano,4.0,3.0,1.0,100.0,93.0,255000.0,Departamento
72247,Belgrano,4.0,3.0,2.0,180.0,140.0,415000.0,Departamento
72248,Belgrano,4.0,3.0,3.0,110.0,104.0,360000.0,Departamento
72249,Belgrano,4.0,3.0,3.0,190.0,110.0,440000.0,Departamento
72250,Congreso,4.0,3.0,1.0,81.0,81.0,189000.0,Departamento
72252,Paternal,4.0,3.0,1.0,74.0,68.0,160000.0,Departamento
72255,Recoleta,4.0,3.0,2.0,96.0,90.0,260000.0,Departamento
72257,Caballito,4.0,3.0,2.0,81.0,76.0,212000.0,Departamento
72259,Versalles,4.0,3.0,2.0,160.0,130.0,304500.0,Departamento
72260,Monte Castro,4.0,3.0,2.0,120.0,120.0,252000.0,Departamento
72261,Villa Crespo,4.0,3.0,2.0,103.0,97.0,220000.0,Departamento
72262,Villa Urquiza,4.0,3.0,1.0,114.0,102.0,320000.0,Departamento
72265,Parque Chacabuco,4.0,3.0,2.0,89.0,84.0,290000.0,Departamento
72266,Parque Chacabuco,4.0,3.0,2.0,89.0,84.0,290000.0,Departamento
72267,Villa Pueyrredón,4.0,3.0,2.0,95.0,85.0,275000.0,Departamento
72276,Mataderos,5.0,4.0,2.0,135.0,114.0,250000.0,Casa
72285,Floresta,5.0,3.0,3.0,142.0,123.0,289000.0,Departamento
72286,Barrio Norte,5.0,3.0,4.0,135.0,96.0,440000.0,Departamento
72287,Villa Crespo,5.0,3.0,3.0,159.0,144.0,360000.0,Departamento
72292,Flores,6.0,4.0,2.0,160.0,160.0,340000.0,Casa
72298,Belgrano,6.0,4.0,4.0,165.0,147.0,445000.0,Departamento
72302,Las Cañitas,6.0,4.0,3.0,150.0,142.0,430000.0,Departamento
72318,Paternal,4.0,3.0,1.0,135.0,110.0,260000.0,PH
72319,Chacarita,5.0,4.0,1.0,158.0,158.0,295000.0,PH
72320,Chacarita,4.0,3.0,1.0,163.0,98.0,245000.0,PH
72337,Almagro,3.0,2.0,1.0,68.0,62.0,130000.0,Departamento
72338,Almagro,2.0,1.0,1.0,48.0,48.0,133000.0,Departamento
72339,Almagro,2.0,1.0,1.0,55.0,50.0,125000.0,Departamento
72340,Almagro,2.0,1.0,1.0,69.0,65.0,155000.0,Departamento
72345,Almagro,3.0,2.0,1.0,67.0,63.0,206000.0,Departamento
72346,Almagro,3.0,2.0,1.0,51.0,51.0,133000.0,Departamento
72347,Almagro,2.0,1.0,1.0,50.0,45.0,145000.0,Departamento
72348,Almagro,4.0,3.0,1.0,121.0,105.0,310000.0,Departamento
72349,Almagro,2.0,1.0,1.0,56.0,50.0,143000.0,Departamento
72353,Palermo,3.0,2.0,1.0,76.0,70.0,189000.0,Departamento
72354,Palermo,3.0,2.0,1.0,69.0,59.0,285000.0,Departamento
72355,Palermo,3.0,2.0,1.0,70.0,70.0,180000.0,Departamento
72356,Palermo,4.0,3.0,1.0,154.0,113.0,435000.0,Departamento
72358,Palermo,2.0,1.0,1.0,112.0,56.0,204000.0,Departamento
72360,Barracas,3.0,2.0,1.0,78.0,78.0,129000.0,Departamento
72361,Belgrano,3.0,2.0,1.0,67.0,63.0,249508.0,Departamento
72363,Belgrano,3.0,2.0,1.0,82.0,74.0,275000.0,Departamento
72366,Belgrano,2.0,1.0,1.0,65.0,53.0,236702.0,Departamento
72367,Belgrano,2.0,1.0,1.0,65.0,53.0,230960.0,Departamento
72373,Recoleta,2.0,1.0,1.0,85.0,85.0,340000.0,Departamento
72374,Recoleta,2.0,1.0,1.0,70.0,67.0,243416.0,Departamento
72375,Recoleta,2.0,1.0,1.0,58.0,51.0,240974.0,Departamento
72376,Balvanera,3.0,2.0,1.0,60.0,60.0,125000.0,Departamento
72379,Caballito,3.0,2.0,1.0,67.0,62.0,193343.0,Departamento
72380,Caballito,2.0,1.0,1.0,48.0,48.0,125000.0,Departamento
72381,Caballito,2.0,1.0,1.0,46.0,40.0,142910.0,Departamento
72382,Caballito,3.0,2.0,1.0,72.0,60.0,207235.0,Departamento
72384,Caballito,3.0,2.0,1.0,67.0,62.0,200010.0,Departamento
72386,Caballito,3.0,2.0,1.0,73.0,60.0,196214.0,Departamento
72387,Caballito,3.0,2.0,1.0,77.0,62.0,199164.0,Departamento
72388,Caballito,3.0,2.0,1.0,73.0,60.0,192831.0,Departamento
72389,Caballito,3.0,2.0,1.0,61.0,56.0,180000.0,Departamento
72390,Caballito,3.0,2.0,1.0,73.0,60.0,199597.0,Departamento
72391,Chacarita,3.0,2.0,1.0,82.0,57.0,235000.0,Departamento
72392,Chacarita,3.0,2.0,1.0,63.0,58.0,208000.0,Departamento
72393,Chacarita,3.0,2.0,1.0,83.0,58.0,215000.0,Departamento
72394,Chacarita,3.0,2.0,1.0,63.0,58.0,190000.0,Departamento
72400,Agronomía,3.0,2.0,1.0,60.0,60.0,139000.0,Departamento
72401,Colegiales,3.0,2.0,1.0,70.0,70.0,180000.0,Departamento
72402,Colegiales,3.0,2.0,1.0,70.0,70.0,180000.0,Departamento
72408,Barrio Norte,2.0,1.0,1.0,50.0,44.0,183000.0,Departamento
72413,Villa Crespo,3.0,2.0,1.0,80.0,75.0,165000.0,Departamento
72414,Villa Crespo,3.0,2.0,1.0,64.0,56.0,155000.0,Departamento
72415,Villa Crespo,2.0,1.0,1.0,58.0,58.0,162000.0,Departamento
72419,Villa Crespo,3.0,2.0,1.0,55.0,51.0,120000.0,Departamento
72421,Villa Crespo,3.0,2.0,1.0,58.0,58.0,145000.0,Departamento
72422,Villa Crespo,4.0,3.0,1.0,95.0,95.0,200000.0,Departamento
72424,Villa Crespo,3.0,2.0,1.0,76.0,42.0,115000.0,Departamento
72425,Villa Devoto,3.0,2.0,1.0,60.0,60.0,139000.0,Departamento
72426,Puerto Madero,1.0,1.0,1.0,54.0,54.0,275000.0,Departamento
72427,San Cristobal,3.0,2.0,1.0,60.0,60.0,115000.0,Departamento
72429,Villa Urquiza,3.0,2.0,1.0,63.0,55.0,180000.0,Departamento
72432,Villa Urquiza,3.0,2.0,1.0,63.0,55.0,159000.0,Departamento
72435,Villa del Parque,3.0,2.0,1.0,146.0,66.0,165000.0,Departamento
72436,Villa del Parque,3.0,2.0,1.0,60.0,60.0,139000.0,Departamento
72437,Parque Centenario,2.0,1.0,1.0,56.0,50.0,143000.0,Departamento
72438,Centro / Microcentro,2.0,1.0,1.0,57.0,57.0,134000.0,Departamento
72439,Almagro,4.0,3.0,2.0,102.0,102.0,255000.0,PH
72441,Chacarita,4.0,3.0,2.0,150.0,100.0,285000.0,PH
72442,Chacarita,3.0,2.0,2.0,150.0,100.0,285000.0,PH
72443,Villa Urquiza,2.0,1.0,2.0,58.0,47.0,142000.0,PH
72453,Flores,4.0,3.0,2.0,74.0,71.0,139000.0,Departamento
72455,Nuñez,3.0,2.0,2.0,131.0,90.0,303000.0,Departamento
72456,Nuñez,4.0,3.0,2.0,98.0,92.0,259000.0,Departamento
72457,Almagro,3.0,2.0,2.0,90.0,83.0,290000.0,Departamento
72458,Almagro,3.0,2.0,2.0,81.0,70.0,170000.0,Departamento
72459,Almagro,3.0,2.0,2.0,87.0,77.0,173000.0,Departamento
72460,Almagro,2.0,1.0,2.0,56.0,47.0,145000.0,Departamento
72461,Almagro,3.0,2.0,2.0,96.0,89.0,195000.0,Departamento
72462,Almagro,3.0,2.0,2.0,87.0,82.0,275000.0,Departamento
72463,Almagro,3.0,2.0,2.0,65.0,60.0,221900.0,Departamento
72464,Palermo,3.0,2.0,2.0,90.0,82.0,240000.0,Departamento
72465,Palermo,4.0,3.0,2.0,123.0,115.0,379800.0,Departamento
72467,Palermo,4.0,3.0,2.0,131.0,122.0,330000.0,Departamento
72468,Palermo,4.0,3.0,2.0,178.0,150.0,470000.0,Departamento
72469,Palermo,2.0,1.0,2.0,55.0,55.0,135000.0,Departamento
72470,Palermo,3.0,2.0,2.0,71.0,65.0,350000.0,Departamento
72471,Palermo,3.0,2.0,2.0,71.0,65.0,370000.0,Departamento
72472,Belgrano,4.0,3.0,2.0,83.0,83.0,220000.0,Departamento
72474,Belgrano,4.0,3.0,2.0,98.0,98.0,280000.0,Departamento
72475,Recoleta,3.0,2.0,2.0,77.0,68.0,333343.0,Departamento
72476,Recoleta,3.0,2.0,2.0,93.0,84.0,290000.0,Departamento
72478,Recoleta,4.0,3.0,2.0,97.0,92.0,445000.0,Departamento
72479,Balvanera,4.0,3.0,2.0,111.0,111.0,245000.0,Departamento
72480,Caballito,3.0,2.0,2.0,87.0,82.0,275000.0,Departamento
72481,Caballito,4.0,3.0,2.0,85.0,80.0,330000.0,Departamento
72482,Chacarita,4.0,3.0,2.0,98.0,90.0,189000.0,Departamento
72483,Colegiales,4.0,3.0,2.0,98.0,90.0,189000.0,Departamento
72484,Colegiales,3.0,2.0,2.0,81.0,75.0,250000.0,Departamento
72489,Villa Crespo,4.0,3.0,2.0,99.0,84.0,225000.0,Departamento
72490,Villa Crespo,4.0,3.0,2.0,80.0,64.0,190000.0,Departamento
72491,Villa Crespo,4.0,3.0,2.0,78.0,70.0,184000.0,Departamento
72492,Villa Devoto,3.0,2.0,2.0,95.0,80.0,285000.0,Departamento
72494,Villa Urquiza,3.0,2.0,2.0,81.0,68.0,271800.0,Departamento
72495,Parque Centenario,4.0,3.0,2.0,136.0,121.0,340000.0,Departamento
72496,Palermo,5.0,4.0,3.0,160.0,160.0,375000.0,PH
72501,Retiro,5.0,3.0,3.0,133.0,133.0,395000.0,Departamento
72502,Palermo,5.0,4.0,3.0,135.0,125.0,396000.0,Departamento
72504,Palermo,4.0,3.0,3.0,150.0,130.0,385000.0,Departamento
72509,Recoleta,4.0,3.0,3.0,136.0,130.0,339000.0,Departamento
72510,Barrio Norte,5.0,3.0,3.0,133.0,133.0,395000.0,Departamento
72514,Belgrano,5.0,3.0,4.0,151.0,135.0,410000.0,Departamento
72517,Belgrano,5.0,3.0,4.0,151.0,135.0,410000.0,Departamento
72525,Boedo,2.0,1.0,1.0,97.0,41.0,168000.0,Departamento
72533,Palermo,2.0,1.0,1.0,48.0,48.0,118000.0,Departamento
72537,Palermo,2.0,1.0,1.0,46.0,40.0,146000.0,Departamento
72546,Caballito,2.0,1.0,1.0,50.0,47.0,135000.0,Departamento
72558,Barrio Norte,2.0,1.0,1.0,55.0,48.0,185000.0,Departamento
72570,Villa Crespo,2.0,1.0,1.0,66.0,54.0,140000.0,Departamento
72572,San Cristobal,2.0,1.0,1.0,59.0,59.0,145900.0,Departamento
72573,Villa Urquiza,2.0,1.0,1.0,67.0,57.0,132835.0,Departamento
72574,Villa Urquiza,2.0,1.0,1.0,49.0,45.0,129000.0,Departamento
72575,Villa Urquiza,2.0,1.0,1.0,67.0,57.0,150185.0,Departamento
72579,Villa del Parque,2.0,1.0,1.0,48.0,43.0,119500.0,Departamento
72587,Villa Crespo,3.0,2.0,2.0,85.0,85.0,240000.0,PH
72588,Villa Crespo,3.0,2.0,2.0,78.0,78.0,162000.0,PH
72591,Villa del Parque,3.0,2.0,1.0,134.0,96.0,248000.0,PH
72608,Nuñez,3.0,2.0,2.0,88.0,76.0,250000.0,Departamento
72609,Almagro,3.0,2.0,2.0,78.0,70.0,184000.0,Departamento
72610,Almagro,3.0,2.0,1.0,83.0,80.0,240000.0,Departamento
72611,Almagro,3.0,2.0,1.0,99.0,99.0,240000.0,Departamento
72612,Almagro,3.0,2.0,1.0,54.0,54.0,137000.0,Departamento
72613,Almagro,3.0,2.0,2.0,79.0,79.0,158000.0,Departamento
72614,Almagro,3.0,2.0,2.0,70.0,66.0,178000.0,Departamento
72615,Palermo,3.0,2.0,1.0,58.0,58.0,163000.0,Departamento
72616,Palermo,3.0,2.0,2.0,184.0,100.0,295000.0,Departamento
72617,Belgrano,3.0,2.0,2.0,81.0,64.0,229000.0,Departamento
72618,Belgrano,3.0,2.0,1.0,76.0,73.0,210000.0,Departamento
72620,Recoleta,3.0,2.0,1.0,102.0,68.0,230000.0,Departamento
72621,Recoleta,3.0,2.0,2.0,82.0,79.0,242000.0,Departamento
72622,Saavedra,3.0,2.0,1.0,64.0,54.0,210000.0,Departamento
72623,San Telmo,3.0,2.0,1.0,65.0,65.0,136000.0,Departamento
72624,Villa Luro,3.0,2.0,1.0,60.0,56.0,170000.0,Departamento
72625,Barrio Norte,3.0,2.0,1.0,103.0,90.0,370000.0,Departamento
72626,Villa Crespo,3.0,2.0,1.0,57.0,52.0,140000.0,Departamento
72627,Villa Crespo,3.0,2.0,1.0,58.0,55.0,137000.0,Departamento
72628,Villa Crespo,3.0,2.0,1.0,80.0,70.0,168000.0,Departamento
72629,Villa Crespo,3.0,2.0,1.0,60.0,60.0,169000.0,Departamento
72630,Villa Crespo,3.0,2.0,1.0,65.0,59.0,150000.0,Departamento
72631,Villa Crespo,3.0,2.0,1.0,58.0,56.0,123000.0,Departamento
72633,San Cristobal,3.0,2.0,1.0,64.0,64.0,115000.0,Departamento
72638,Abasto,4.0,3.0,2.0,102.0,102.0,255000.0,PH
72640,Palermo,4.0,3.0,3.0,142.0,142.0,395000.0,PH
72641,Palermo,4.0,3.0,3.0,142.0,142.0,430000.0,PH
72642,Palermo,4.0,3.0,3.0,142.0,142.0,430000.0,PH
72643,Palermo,4.0,3.0,3.0,142.0,142.0,395000.0,PH
72644,Caballito,4.0,3.0,2.0,125.0,100.0,269900.0,PH
72645,Villa Ortuzar,4.0,3.0,3.0,155.0,135.0,389000.0,PH
72657,Villa Devoto,4.0,3.0,1.0,144.0,144.0,340000.0,Casa
72661,Villa Pueyrredón,4.0,3.0,3.0,138.0,110.0,348000.0,Casa
72664,Abasto,4.0,3.0,2.0,77.0,73.0,235000.0,Departamento
72665,Abasto,4.0,3.0,1.0,78.0,73.0,210000.0,Departamento
72666,Flores,4.0,3.0,4.0,120.0,112.0,280000.0,Departamento
72667,Flores,5.0,3.0,2.0,175.0,157.0,247500.0,Departamento
72668,Retiro,5.0,3.0,3.0,133.0,133.0,370000.0,Departamento
72669,Almagro,4.0,3.0,2.0,139.0,130.0,270000.0,Departamento
72671,Palermo,4.0,3.0,3.0,168.0,142.0,385000.0,Departamento
72672,Palermo,4.0,3.0,3.0,168.0,142.0,395000.0,Departamento
72674,Belgrano,4.0,3.0,2.0,144.0,128.0,365000.0,Departamento
72676,Recoleta,4.0,3.0,2.0,85.0,76.0,265000.0,Departamento
72677,Recoleta,4.0,3.0,3.0,140.0,124.0,385000.0,Departamento
72678,Recoleta,4.0,3.0,3.0,115.0,107.0,260000.0,Departamento
72679,Balvanera,4.0,3.0,1.0,56.0,54.0,143000.0,Departamento
72680,Caballito,4.0,3.0,4.0,160.0,148.0,420000.0,Departamento
72683,Parque Chacabuco,6.0,3.0,2.0,173.0,170.0,409000.0,Departamento
72684,Villa General Mitre,4.0,3.0,2.0,58.0,53.0,120000.0,Departamento
72685,Paternal,5.0,4.0,2.0,149.0,149.0,270000.0,PH
72697,Caballito,5.0,4.0,4.0,170.0,160.0,370000.0,Departamento
72717,Recoleta,1.0,1.0,1.0,86.0,58.0,232200.0,Departamento
72718,Recoleta,1.0,1.0,1.0,46.0,38.0,125500.0,Departamento
72719,Recoleta,1.0,1.0,1.0,46.0,38.0,124000.0,Departamento
72720,Recoleta,1.0,1.0,1.0,46.0,38.0,125500.0,Departamento
72721,Recoleta,1.0,1.0,1.0,49.0,41.0,133000.0,Departamento
72722,Recoleta,1.0,1.0,1.0,49.0,41.0,133000.0,Departamento
72723,Recoleta,1.0,1.0,1.0,48.0,43.0,129900.0,Departamento
72729,Barrio Norte,1.0,1.0,1.0,46.0,38.0,125500.0,Departamento
72730,Barrio Norte,1.0,1.0,1.0,49.0,41.0,133000.0,Departamento
72731,Barrio Norte,1.0,1.0,1.0,49.0,41.0,133000.0,Departamento
72732,Barrio Norte,1.0,1.0,1.0,46.0,38.0,125500.0,Departamento
72733,Barrio Norte,1.0,1.0,1.0,48.0,43.0,129900.0,Departamento
72734,Barrio Norte,1.0,1.0,1.0,46.0,38.0,124000.0,Departamento
72735,Barrio Norte,1.0,1.0,1.0,86.0,58.0,232200.0,Departamento
72743,Almagro,2.0,1.0,1.0,75.0,50.0,135000.0,PH
72744,Caballito,2.0,1.0,1.0,84.0,47.0,175000.0,PH
72757,Boedo,2.0,1.0,1.0,50.0,50.0,150000.0,Departamento
72777,Almagro,2.0,1.0,2.0,55.0,47.0,158000.0,Departamento
72778,Almagro,2.0,1.0,1.0,55.0,50.0,215000.0,Departamento
72779,Almagro,2.0,1.0,2.0,55.0,47.0,158000.0,Departamento
72781,Coghlan,2.0,1.0,1.0,92.0,39.0,198000.0,Departamento
72782,Palermo,2.0,1.0,1.0,60.0,48.0,225000.0,Departamento
72784,Palermo,2.0,1.0,1.0,92.0,42.0,174000.0,Departamento
72786,Palermo,2.0,1.0,2.0,70.0,70.0,269000.0,Departamento
72787,Palermo,2.0,1.0,2.0,92.0,42.0,219000.0,Departamento
72788,Palermo,2.0,1.0,2.0,86.0,75.0,330000.0,Departamento
72789,Palermo,2.0,1.0,1.0,48.0,48.0,124000.0,Departamento
72790,Belgrano,2.0,1.0,2.0,55.0,43.0,225000.0,Departamento
72791,Belgrano,2.0,1.0,1.0,51.0,43.0,165000.0,Departamento
72792,Belgrano,2.0,1.0,2.0,54.0,50.0,181700.0,Departamento
72793,Belgrano,2.0,1.0,2.0,106.0,52.0,161362.0,Departamento
72794,Belgrano,2.0,1.0,2.0,56.0,51.0,178800.0,Departamento
72795,Floresta,2.0,1.0,2.0,56.0,41.0,115000.0,Departamento
72799,Recoleta,2.0,1.0,1.0,47.0,47.0,134999.0,Departamento
72800,Recoleta,2.0,1.0,2.0,54.0,50.0,154990.0,Departamento
72802,Balvanera,2.0,1.0,1.0,49.0,47.0,118000.0,Departamento
72805,Caballito,2.0,1.0,1.0,51.0,51.0,220000.0,Departamento
72808,San Telmo,2.0,1.0,2.0,61.0,57.0,155000.0,Departamento
72809,Versalles,2.0,1.0,1.0,45.0,42.0,120000.0,Departamento
72811,Colegiales,2.0,1.0,2.0,55.0,52.0,195000.0,Departamento
72815,Tribunales,2.0,1.0,1.0,61.0,61.0,132000.0,Departamento
72816,Villa Luro,2.0,1.0,1.0,68.0,55.0,130000.0,Departamento
72817,Barrio Norte,2.0,1.0,1.0,53.0,47.0,182000.0,Departamento
72819,Barrio Norte,2.0,1.0,1.0,56.0,51.0,152000.0,Departamento
72820,Las Cañitas,2.0,1.0,1.0,55.0,51.0,178000.0,Departamento
72824,Villa Urquiza,2.0,1.0,1.0,63.0,42.0,143000.0,Departamento
72825,Villa Urquiza,2.0,1.0,1.0,55.0,43.0,139000.0,Departamento
72826,Villa Urquiza,2.0,1.0,1.0,50.0,45.0,151500.0,Departamento
72827,Villa Urquiza,2.0,1.0,1.0,51.0,45.0,154500.0,Departamento
72828,Villa Urquiza,2.0,1.0,1.0,75.0,45.0,158000.0,Departamento
72845,Centro / Microcentro,2.0,1.0,1.0,61.0,61.0,132000.0,Departamento
72847,Palermo,3.0,2.0,1.0,50.0,49.0,154000.0,PH
72850,Recoleta,3.0,2.0,1.0,69.0,69.0,220000.0,PH
72851,Balvanera,3.0,2.0,1.0,48.0,48.0,136000.0,PH
72852,Caballito,3.0,2.0,2.0,130.0,86.0,235000.0,PH
72853,Villa Crespo,3.0,2.0,1.0,79.0,79.0,199500.0,PH
72854,Constitución,3.0,2.0,1.0,177.0,127.0,199000.0,PH
72857,Villa Pueyrredón,3.0,2.0,1.0,103.0,89.0,195000.0,PH
72875,Boedo,3.0,2.0,1.0,90.0,90.0,165000.0,Departamento
72876,Boedo,3.0,2.0,1.0,65.0,65.0,115000.0,Departamento
72883,Flores,3.0,2.0,1.0,61.0,61.0,180000.0,Departamento
72884,Nuñez,3.0,2.0,1.0,57.0,57.0,125000.0,Departamento
72885,Almagro,3.0,2.0,1.0,110.0,72.0,165000.0,Departamento
72887,Almagro,3.0,2.0,1.0,56.0,50.0,129000.0,Departamento
72888,Almagro,3.0,2.0,1.0,64.0,61.0,140000.0,Departamento
72889,Coghlan,3.0,2.0,2.0,92.0,80.0,355000.0,Departamento
72891,Palermo,3.0,2.0,1.0,86.0,78.0,235000.0,Departamento
72893,Palermo,3.0,2.0,2.0,65.0,59.0,185000.0,Departamento
72894,Palermo,3.0,2.0,1.0,58.0,55.0,150000.0,Departamento
72895,Palermo,3.0,2.0,1.0,47.0,47.0,190000.0,Departamento
72896,Palermo,3.0,2.0,1.0,72.0,64.0,232000.0,Departamento
72897,Palermo,3.0,2.0,1.0,58.0,58.0,158000.0,Departamento
72898,Palermo,3.0,2.0,2.0,82.0,65.0,345000.0,Departamento
72901,Barracas,3.0,2.0,1.0,65.0,55.0,155000.0,Departamento
72902,Belgrano,3.0,2.0,3.0,82.0,73.0,202000.0,Departamento
72903,Belgrano,3.0,2.0,2.0,69.0,62.0,245000.0,Departamento
72904,Belgrano,3.0,2.0,1.0,78.0,78.0,248000.0,Departamento
72905,Belgrano,3.0,2.0,2.0,78.0,72.0,253200.0,Departamento
72907,Belgrano,3.0,2.0,1.0,53.0,53.0,148000.0,Departamento
72908,Belgrano,3.0,2.0,1.0,66.0,66.0,210000.0,Departamento
72909,Floresta,3.0,2.0,1.0,63.0,63.0,139900.0,Departamento
72915,Recoleta,3.0,2.0,2.0,102.0,90.0,289000.0,Departamento
72916,Recoleta,3.0,2.0,1.0,69.0,69.0,220000.0,Departamento
72917,Recoleta,3.0,2.0,2.0,93.0,83.0,269000.0,Departamento
72918,Recoleta,3.0,2.0,1.0,78.0,78.0,180000.0,Departamento
72919,Recoleta,3.0,2.0,3.0,115.0,115.0,350000.0,Departamento
72920,Recoleta,3.0,2.0,2.0,87.0,84.0,249000.0,Departamento
72921,Recoleta,3.0,2.0,2.0,87.0,87.0,310000.0,Departamento
72922,Saavedra,3.0,2.0,2.0,91.0,91.0,230000.0,Departamento
72923,Balvanera,3.0,2.0,2.0,70.0,67.0,259000.0,Departamento
72927,Caballito,3.0,2.0,1.0,65.0,59.0,162000.0,Departamento
72928,Caballito,3.0,2.0,2.0,94.0,92.0,220000.0,Departamento
72929,Chacarita,3.0,2.0,1.0,78.0,53.0,145000.0,Departamento
72930,Monserrat,3.0,2.0,1.0,80.0,73.0,175000.0,Departamento
72931,Monserrat,3.0,2.0,1.0,80.0,73.0,175000.0,Departamento
72936,Barrio Norte,3.0,2.0,2.0,70.0,67.0,259000.0,Departamento
72937,Barrio Norte,3.0,2.0,1.0,83.0,80.0,240000.0,Departamento
72938,San Nicolás,3.0,2.0,1.0,78.0,78.0,180000.0,Departamento
72939,Villa Crespo,3.0,2.0,1.0,46.0,46.0,120000.0,Departamento
72940,Villa Crespo,3.0,2.0,2.0,72.0,72.0,170000.0,Departamento
72941,Villa Crespo,3.0,2.0,2.0,77.0,67.0,235500.0,Departamento
72943,San Cristobal,3.0,2.0,2.0,72.0,72.0,139900.0,Departamento
72944,San Cristobal,3.0,2.0,2.0,86.0,83.0,182000.0,Departamento
72945,San Cristobal,3.0,2.0,1.0,80.0,73.0,175000.0,Departamento
72946,Villa Urquiza,3.0,2.0,2.0,60.0,55.0,240000.0,Departamento
72948,Parque Chacabuco,3.0,2.0,1.0,58.0,56.0,115900.0,Departamento
72949,Villa del Parque,3.0,2.0,2.0,65.0,62.0,168800.0,Departamento
72951,Almagro,4.0,3.0,4.0,120.0,120.0,280000.0,PH
72952,Liniers,4.0,3.0,2.0,80.0,80.0,130000.0,PH
72953,Floresta,4.0,3.0,3.0,197.0,135.0,269500.0,PH
72955,Paternal,4.0,3.0,1.0,115.0,64.0,118000.0,PH
72956,Versalles,4.0,3.0,1.0,130.0,110.0,150000.0,PH
72960,Villa Devoto,4.0,3.0,2.0,154.0,130.0,289000.0,PH
72962,Parque Avellaneda,4.0,3.0,1.0,86.0,80.0,117000.0,PH
72963,Villa Pueyrredón,4.0,3.0,2.0,104.0,84.0,249000.0,PH
72991,Flores,4.0,3.0,2.0,77.0,74.0,150000.0,Departamento
72992,Flores,4.0,3.0,1.0,90.0,80.0,230000.0,Departamento
72993,Almagro,4.0,2.0,2.0,68.0,60.0,115000.0,Departamento
72994,Almagro,4.0,3.0,2.0,67.0,60.0,185000.0,Departamento
72995,Almagro,4.0,3.0,1.0,72.0,67.0,172000.0,Departamento
72996,Almagro,4.0,3.0,2.0,95.0,95.0,299000.0,Departamento
72997,Almagro,4.0,3.0,2.0,107.0,100.0,270000.0,Departamento
72998,Liniers,4.0,3.0,1.0,83.0,77.0,125000.0,Departamento
72999,Palermo,4.0,3.0,2.0,99.0,95.0,210000.0,Departamento
73000,Palermo,4.0,3.0,1.0,79.0,76.0,198000.0,Departamento
73001,Palermo,4.0,3.0,3.0,104.0,100.0,420000.0,Departamento
73003,Belgrano,4.0,3.0,2.0,133.0,79.0,285000.0,Departamento
73004,Belgrano,4.0,3.0,1.0,143.0,114.0,470000.0,Departamento
73006,Recoleta,4.0,3.0,2.0,112.0,102.0,379000.0,Departamento
73007,Balvanera,4.0,4.0,4.0,139.0,139.0,275000.0,Departamento
73008,Caballito,4.0,3.0,1.0,100.0,91.0,322000.0,Departamento
73009,Caballito,4.0,3.0,4.0,134.0,118.0,299000.0,Departamento
73010,Caballito,4.0,3.0,2.0,107.0,107.0,350000.0,Departamento
73011,Caballito,4.0,3.0,1.0,138.0,138.0,325000.0,Departamento
73012,Colegiales,4.0,3.0,1.0,63.0,63.0,135900.0,Departamento
73014,Barrio Norte,4.0,2.0,1.0,69.0,69.0,220000.0,Departamento
73015,Villa Crespo,4.0,3.0,2.0,103.0,97.0,220000.0,Departamento
73016,Villa Devoto,4.0,3.0,2.0,122.0,105.0,381000.0,Departamento
73017,San Cristobal,4.0,3.0,2.0,110.0,98.0,275000.0,Departamento
73020,Villa Pueyrredón,4.0,3.0,1.0,77.0,66.0,175000.0,Departamento
73021,Liniers,5.0,4.0,3.0,185.0,140.0,220000.0,PH
73022,Palermo,5.0,3.0,1.0,180.0,120.0,387900.0,PH
73024,Parque Patricios,5.0,4.0,1.0,140.0,140.0,228000.0,PH
73044,Monserrat,5.0,4.0,2.0,107.0,107.0,228000.0,Departamento
73061,Recoleta,7.0,3.0,2.0,145.0,142.0,495000.0,Departamento
